id,MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability
3012,4,2,5,4,6,4,2,5,5,4,4,4,4,4,5,10,9,1,7,7,0.48
3013,4,3,5,6,8,7,5,7,4,3,6,3,5,3,2,6,5,1,5,2,0.46
3014,7,0,4,7,4,9,6,8,10,6,3,6,8,3,10,4,6,12,5,4,0.625
3015,6,3,2,9,2,10,3,2,6,4,3,1,7,5,4,1,5,6,4,2,0.42
3016,5,8,4,6,6,2,3,4,3,5,5,3,4,4,4,4,4,4,7,4,0.44
3017,7,6,7,4,7,6,4,4,4,7,4,5,7,4,7,2,8,6,4,6,0.55
3018,6,7,7,2,6,5,5,4,7,4,3,7,5,8,3,3,4,6,6,4,0.55
3019,6,5,7,4,4,4,8,4,3,4,2,7,2,7,3,6,3,6,4,5,0.49
3020,6,5,7,7,4,7,6,3,3,6,7,6,4,9,5,2,5,5,5,3,0.545
3021,4,7,2,7,7,4,7,5,7,6,8,3,3,0,7,3,3,6,3,6,0.53
3022,5,3,7,7,5,3,4,3,7,6,10,3,3,7,4,6,5,3,1,3,0.47
3023,4,11,6,4,5,7,1,5,4,8,6,7,7,5,5,9,7,6,6,8,0.62
3024,6,5,4,4,8,7,6,4,5,3,4,6,4,5,4,1,4,3,6,2,0.485
3025,7,6,4,4,5,6,6,7,3,8,5,7,5,6,4,7,9,3,5,3,0.565
3026,4,7,11,5,3,6,4,4,4,2,6,5,5,7,3,6,6,6,3,8,0.525
3027,8,3,5,3,4,5,6,6,6,4,3,4,5,2,4,9,4,2,3,8,0.445
3028,6,2,4,3,6,3,2,6,8,9,4,7,5,7,7,7,6,7,5,7,0.585
3029,5,3,5,6,8,9,5,3,6,5,3,5,7,4,6,5,5,8,3,5,0.545
3030,2,2,4,9,6,3,4,7,6,5,5,6,4,6,5,5,4,3,4,5,0.47
3031,4,6,4,3,6,8,5,4,6,6,6,2,2,4,4,3,5,5,2,8,0.51
3032,11,5,5,8,6,8,4,8,4,3,4,7,5,7,1,6,6,3,5,4,0.585
3033,4,5,8,5,4,9,7,6,4,3,2,5,6,5,5,4,1,5,3,8,0.54
3034,6,8,6,5,3,5,6,4,2,3,3,2,8,5,5,6,4,6,5,4,0.52
3035,4,4,5,6,5,2,5,6,3,9,2,5,2,3,4,2,4,4,4,5,0.42
3036,7,5,5,6,9,4,5,5,2,5,5,6,3,4,2,7,4,4,4,4,0.48
3037,6,2,4,7,4,6,4,8,3,7,5,5,8,5,5,6,8,14,2,3,0.59
3038,6,5,6,6,5,2,3,5,3,3,1,6,3,7,8,6,2,10,6,4,0.465
3039,5,2,5,4,3,3,6,8,2,9,7,4,4,4,9,2,5,7,4,4,0.49
3040,3,4,1,7,9,4,4,4,3,4,4,6,3,7,5,4,2,4,7,6,0.505
3041,3,3,3,9,5,5,5,7,3,6,7,6,4,3,6,5,5,4,5,3,0.475
3042,4,5,2,4,4,7,4,5,5,6,7,2,4,3,7,9,6,2,8,2,0.48
3043,4,6,4,3,11,9,4,5,5,6,3,3,5,4,6,4,7,8,5,5,0.545
3044,6,5,6,8,3,4,4,5,9,7,3,8,4,2,7,10,6,4,3,5,0.57
3045,3,5,6,4,3,1,6,1,5,8,6,5,6,8,1,4,6,5,3,5,0.455
3046,1,4,13,4,6,3,4,5,5,2,3,3,7,3,3,2,8,1,6,6,0.44
3047,3,5,3,6,5,4,4,2,7,2,9,9,6,1,4,1,6,4,6,2,0.45
3048,5,5,5,6,5,6,4,3,4,6,5,8,2,5,10,5,2,2,7,4,0.495
3049,5,1,7,8,6,6,8,3,2,2,7,4,4,2,4,2,7,5,3,6,0.44
3050,8,5,3,3,7,4,2,4,6,6,4,4,6,5,2,6,1,2,4,4,0.42
3051,6,8,6,5,8,1,6,3,5,5,5,5,5,7,7,4,2,6,2,2,0.485
3052,4,6,7,7,5,3,3,6,2,7,6,4,2,2,4,2,4,6,6,4,0.43
3053,3,4,1,8,10,3,3,10,2,4,4,4,2,7,5,3,6,5,1,7,0.47
3054,4,8,5,3,5,4,6,7,5,3,8,5,3,6,4,8,5,5,4,7,0.545
3055,5,6,7,5,3,4,7,7,4,6,6,3,7,7,3,4,8,5,5,8,0.56
3056,1,4,4,1,6,3,9,4,1,6,5,5,5,9,7,3,7,7,6,4,0.51
3057,7,4,4,4,5,8,5,3,2,3,3,2,2,6,5,4,4,4,9,2,0.4
3058,5,4,7,5,3,9,4,6,3,3,5,7,3,3,2,4,4,5,6,2,0.495
3059,4,3,2,4,5,8,5,5,7,4,6,6,4,5,4,8,3,4,6,4,0.475
3060,5,8,5,4,5,4,3,7,3,6,3,7,6,5,2,5,2,3,3,13,0.515
3061,4,8,6,3,2,4,0,5,3,4,4,6,5,9,3,7,4,8,8,4,0.485
3062,5,5,5,7,5,7,9,4,4,5,5,7,4,5,5,8,8,5,3,3,0.565
3063,8,2,5,7,9,7,3,8,3,5,4,4,4,5,9,4,9,6,4,3,0.57
3064,3,3,8,6,6,5,2,6,6,5,5,4,4,5,6,3,6,6,6,6,0.505
3065,5,5,2,6,2,6,4,5,7,5,6,9,1,4,4,6,6,7,4,4,0.53
3066,7,0,4,4,6,8,4,1,5,3,5,7,8,4,3,10,4,4,6,2,0.52
3067,3,6,4,6,6,9,5,5,7,9,6,10,6,4,3,6,2,4,2,4,0.545
3068,4,6,2,5,5,6,5,2,6,4,6,7,7,4,9,4,2,2,7,1,0.49
3069,6,5,4,5,3,6,8,4,5,4,6,5,4,7,3,6,3,4,9,5,0.55
3070,5,2,7,5,6,3,8,9,9,5,3,4,7,3,4,3,6,3,3,4,0.505
3071,6,6,3,1,4,5,2,6,5,6,5,4,6,6,4,5,5,3,5,8,0.47
3072,5,0,5,9,8,7,7,3,1,4,1,8,5,6,7,3,3,6,6,2,0.49
3073,6,4,2,7,8,5,5,7,6,4,6,9,3,7,4,3,5,3,6,5,0.545
3074,5,5,8,4,6,2,5,6,3,7,3,8,6,4,5,10,8,6,5,3,0.55
3075,6,5,9,5,5,3,4,4,7,9,7,2,0,2,8,8,4,3,0,14,0.53
3076,8,5,1,7,8,5,7,6,6,5,6,4,4,4,6,2,5,8,3,8,0.55
3077,7,6,8,6,4,6,8,8,4,5,3,1,8,6,6,6,3,5,3,4,0.54
3078,6,5,3,5,5,3,7,2,5,2,9,2,4,3,4,5,3,7,4,8,0.44
3079,3,4,6,2,3,5,7,3,3,5,7,2,3,5,6,5,6,2,6,6,0.45
3080,7,2,3,4,6,12,3,4,5,8,4,4,4,5,6,3,3,6,3,7,0.515
3081,10,2,3,3,7,3,3,5,7,1,4,7,3,9,1,8,2,5,8,2,0.46
3082,7,7,8,5,5,4,5,4,4,2,9,5,7,9,8,2,6,5,4,7,0.575
3083,1,3,10,5,6,1,3,2,3,3,5,5,8,6,4,7,4,5,12,5,0.515
3084,5,7,7,9,3,7,0,5,0,3,3,2,8,3,6,2,4,5,6,6,0.405
3085,6,6,3,5,1,6,4,7,6,5,4,6,5,8,7,4,6,7,5,4,0.525
3086,4,6,3,3,4,3,11,2,9,7,5,2,6,5,6,3,3,2,2,6,0.515
3087,4,2,3,4,6,5,9,8,4,7,7,6,3,5,5,9,9,6,8,10,0.605
3088,8,6,3,4,6,4,8,4,5,4,3,5,4,4,6,6,2,5,5,6,0.485
3089,2,4,3,5,4,2,3,2,3,2,3,1,5,4,5,4,6,4,6,4,0.415
3090,4,5,5,9,6,8,4,4,10,3,5,7,3,3,3,9,4,6,3,8,0.58
3091,10,3,5,7,6,5,3,3,3,4,3,6,4,0,6,4,9,5,5,6,0.49
3092,3,2,5,3,4,3,5,5,4,5,4,5,7,5,4,7,3,4,7,9,0.47
3093,4,9,8,4,3,7,5,7,4,4,6,5,6,6,3,4,5,2,2,4,0.475
3094,5,6,4,3,5,5,4,5,10,5,4,4,6,5,2,4,3,5,3,4,0.445
3095,5,5,5,7,6,2,3,3,6,4,8,5,1,9,8,7,4,6,2,4,0.54
3096,4,6,2,8,9,6,0,4,3,6,9,2,1,5,4,2,5,3,12,3,0.46
3097,5,3,4,3,4,7,4,3,1,7,5,7,2,3,5,4,2,7,8,6,0.495
3098,7,7,2,3,3,8,4,6,5,5,3,6,6,4,7,6,2,2,8,4,0.5
3099,3,0,4,6,6,4,2,4,6,5,3,3,5,6,3,7,4,5,8,4,0.43
3100,7,5,9,8,9,3,4,4,6,4,5,4,2,8,7,3,3,6,1,6,0.535
3101,6,2,6,2,6,4,4,4,4,4,4,4,4,3,5,5,6,7,4,5,0.45
3102,4,6,5,5,5,5,8,9,4,8,2,3,3,7,4,5,3,5,5,3,0.495
3103,3,3,2,2,4,1,5,4,5,5,5,3,4,7,2,6,4,5,3,5,0.38
3104,4,4,6,4,6,3,6,3,3,5,2,5,10,5,2,4,4,4,5,7,0.435
3105,8,9,7,4,4,5,4,3,10,4,4,2,4,4,8,2,3,5,5,6,0.525
3106,5,5,7,5,3,4,3,4,3,2,6,3,7,8,6,3,5,5,3,5,0.435
3107,5,5,6,4,7,8,3,1,4,2,4,3,4,3,2,6,5,7,4,1,0.41
3108,5,7,5,3,8,5,4,7,5,2,4,2,5,8,6,2,5,3,6,7,0.495
3109,8,6,8,7,2,6,3,2,6,3,6,3,2,5,2,4,4,4,2,2,0.42
3110,4,7,2,5,4,4,7,9,6,5,5,7,6,4,6,4,4,5,5,6,0.53
3111,5,5,9,3,4,10,6,5,3,5,4,6,7,7,2,2,2,8,7,7,0.56
3112,5,4,7,4,7,7,3,5,7,6,8,9,7,6,5,8,7,4,11,6,0.645
3113,4,8,4,3,5,3,6,2,8,7,9,5,6,7,5,3,6,9,5,6,0.565
3114,3,6,3,6,3,5,3,6,8,2,5,4,7,4,5,3,4,6,5,9,0.51
3115,3,2,6,6,5,8,4,6,4,4,5,7,6,6,3,4,4,7,3,10,0.525
3116,3,5,12,3,4,6,3,2,5,4,6,9,5,4,7,6,5,4,5,7,0.56
3117,5,3,6,4,0,2,4,10,9,7,1,6,4,7,4,4,5,4,3,5,0.515
3118,5,6,2,5,5,7,7,5,4,10,8,3,2,1,6,3,3,2,4,11,0.495
3119,7,7,7,6,7,3,4,5,5,6,3,8,3,6,0,1,2,3,5,8,0.49
3120,9,5,3,4,7,7,8,6,2,14,3,2,7,10,4,8,6,2,4,3,0.58
3121,10,5,11,1,4,7,7,4,4,5,4,5,5,4,2,3,4,4,2,2,0.455
3122,4,4,6,3,3,6,3,4,6,3,10,5,5,6,0,5,5,3,6,5,0.505
3123,5,4,5,6,8,5,7,4,5,4,7,2,2,4,8,6,3,5,2,1,0.48
3124,3,8,7,5,6,2,9,4,5,5,7,4,4,4,5,4,5,1,5,7,0.53
3125,6,9,5,6,2,7,5,7,4,1,4,5,5,6,3,6,6,3,3,5,0.52
3126,4,5,7,6,2,8,9,2,3,4,4,6,5,7,4,1,6,6,3,3,0.47
3127,2,3,3,8,5,6,6,5,1,3,5,5,4,6,2,5,5,5,5,6,0.495
3128,3,2,8,9,5,11,3,6,9,5,4,6,6,5,8,7,4,6,8,5,0.63
3129,4,9,3,4,4,6,7,4,4,6,6,6,4,6,6,5,6,5,5,3,0.525
3130,7,8,4,4,2,4,5,4,5,3,5,4,4,5,2,8,6,3,4,6,0.48
3131,4,6,4,4,5,8,3,5,2,8,3,5,6,3,4,8,8,6,5,6,0.525
3132,5,5,7,7,6,8,9,6,6,4,2,5,6,10,9,5,8,5,5,6,0.635
3133,2,5,4,4,5,9,4,5,3,4,6,6,5,4,6,4,6,5,6,4,0.5
3134,7,4,3,12,5,4,5,7,4,6,14,7,3,4,1,3,6,3,4,5,0.545
3135,6,4,4,6,4,8,5,3,4,4,5,5,6,5,5,5,8,4,6,12,0.565
3136,8,10,6,3,7,4,3,5,9,6,4,6,4,5,4,5,3,7,8,3,0.565
3137,2,7,5,7,6,6,5,4,7,3,5,4,6,6,8,5,6,5,8,5,0.59
3138,9,2,9,3,3,6,7,8,5,8,6,4,6,4,2,9,5,4,10,1,0.575
3139,2,8,3,6,6,6,3,3,5,9,5,8,3,4,8,6,6,0,5,2,0.49
3140,4,4,4,3,5,5,4,6,2,2,8,4,6,3,5,6,10,5,4,7,0.5
3141,5,8,11,7,3,4,7,6,6,3,4,5,8,3,3,1,2,2,3,5,0.465
3142,4,10,2,5,5,4,3,7,5,3,5,0,8,3,6,4,5,6,6,5,0.49
3143,4,6,5,3,7,1,6,8,2,6,1,7,6,4,8,8,1,6,8,6,0.535
3144,3,4,4,7,3,4,8,3,6,3,5,7,4,7,4,6,9,7,3,3,0.53
3145,8,5,4,9,4,6,4,3,4,4,6,10,7,4,2,5,2,2,3,5,0.485
3146,5,3,3,4,5,3,10,6,4,6,4,3,5,5,4,6,6,6,4,6,0.53
3147,7,5,4,4,6,11,7,4,5,3,5,4,5,5,4,1,1,7,4,6,0.51
3148,12,6,4,3,3,7,5,4,5,8,4,6,5,5,4,6,6,4,7,5,0.55
3149,5,7,4,5,6,5,6,6,7,9,7,6,4,5,5,3,6,3,5,5,0.57
3150,4,4,8,4,3,4,5,5,9,4,3,5,3,4,3,4,3,7,3,9,0.49
3151,3,6,9,7,6,6,5,5,5,4,6,5,5,2,2,4,6,3,6,3,0.5
3152,2,2,8,3,4,2,7,7,6,3,6,6,4,4,5,3,7,8,7,5,0.515
3153,6,3,5,5,8,3,4,9,6,8,6,5,5,3,5,6,6,3,4,5,0.585
3154,7,5,6,2,4,5,10,6,3,4,4,2,3,9,0,5,8,5,4,5,0.485
3155,7,5,3,5,6,5,5,5,7,4,11,5,7,1,3,3,2,5,7,3,0.52
3156,1,5,3,5,5,9,3,8,7,4,6,4,5,5,8,6,7,6,8,5,0.575
3157,7,4,6,4,3,6,2,6,4,4,6,6,2,8,7,7,4,3,3,5,0.475
3158,4,5,4,4,4,9,7,5,2,5,4,5,1,1,3,5,5,4,10,6,0.455
3159,6,5,2,7,5,3,2,6,3,4,9,6,4,3,5,5,9,3,5,4,0.49
3160,6,3,3,5,8,7,6,6,3,3,3,5,2,7,6,5,6,7,5,7,0.535
3161,3,7,5,7,2,3,5,6,5,4,5,5,5,5,3,2,6,2,5,11,0.48
3162,5,3,6,8,3,4,5,4,5,6,5,7,2,4,7,3,4,9,2,5,0.5
3163,3,3,7,4,4,6,7,5,7,5,4,4,2,5,6,3,8,6,5,3,0.475
3164,4,3,5,2,3,8,5,6,6,7,4,6,7,3,2,2,2,6,5,6,0.515
3165,2,1,4,6,7,4,3,4,6,4,6,5,4,4,9,4,7,3,5,8,0.5
3166,6,4,5,5,8,7,2,5,3,2,4,7,4,5,8,6,8,1,6,3,0.53
3167,8,3,4,5,4,2,9,7,1,7,5,5,7,9,1,7,2,1,8,4,0.52
3168,5,6,3,3,4,3,4,7,6,6,7,2,4,3,5,3,4,6,8,4,0.51
3169,6,5,6,5,1,5,4,3,8,3,4,7,3,8,6,3,6,3,6,8,0.54
3170,2,6,9,5,5,14,5,3,8,2,5,3,3,6,7,7,2,7,6,7,0.6
3171,3,7,7,3,9,4,6,4,5,8,5,5,8,9,3,6,6,1,7,3,0.55
3172,3,5,3,5,2,4,4,5,6,7,4,7,4,5,1,4,6,4,10,6,0.46
3173,5,5,10,6,7,2,6,4,9,5,5,4,5,4,6,4,8,2,4,10,0.575
3174,4,6,2,8,2,7,6,11,6,3,3,5,7,7,0,10,6,9,5,1,0.55
3175,8,7,2,6,5,3,4,6,3,6,7,4,7,8,4,4,7,7,4,2,0.525
3176,7,7,8,2,3,6,8,5,3,2,5,7,2,3,6,3,5,5,5,3,0.46
3177,4,3,5,6,5,8,4,7,1,2,5,6,2,3,5,3,1,5,2,6,0.41
3178,8,3,5,5,8,2,2,3,7,5,5,3,7,3,4,6,3,9,4,7,0.515
3179,8,9,2,5,4,5,2,4,8,6,7,5,4,7,4,5,7,6,3,3,0.535
3180,2,3,9,10,6,2,4,2,6,6,9,6,5,6,6,11,8,4,8,7,0.625
3181,4,3,4,3,7,9,6,6,7,6,4,3,5,3,9,5,5,5,5,8,0.54
3182,5,7,3,5,3,2,5,2,9,3,8,6,5,3,5,5,3,6,7,2,0.49
3183,6,8,3,2,4,3,6,5,5,7,4,3,5,5,4,1,4,10,4,6,0.49
3184,2,5,5,3,4,6,2,2,5,5,5,4,8,5,6,2,6,5,2,10,0.455
3185,2,4,5,8,5,4,2,4,4,8,2,6,3,8,5,4,6,3,2,5,0.495
3186,4,3,1,5,5,5,4,5,4,3,4,1,5,4,6,7,6,8,5,5,0.405
3187,5,1,6,5,6,3,3,5,6,4,6,10,3,4,5,5,3,6,3,7,0.48
3188,8,8,3,4,4,4,4,6,4,5,4,4,6,5,4,7,4,3,4,4,0.5
3189,5,6,5,5,3,6,3,3,4,5,7,6,6,4,5,3,8,5,5,3,0.485
3190,6,8,4,4,5,6,4,4,8,10,9,10,4,5,2,10,1,2,3,2,0.56
3191,2,6,4,5,8,6,2,4,6,3,3,4,5,3,3,4,3,9,5,8,0.46
3192,3,4,5,7,4,4,10,8,6,4,6,7,3,4,7,4,6,5,3,4,0.52
3193,5,1,3,2,8,5,6,4,8,7,11,4,7,5,5,5,6,4,5,5,0.555
3194,4,5,4,4,3,7,5,7,2,6,5,3,2,3,8,9,2,5,7,6,0.485
3195,5,4,3,6,2,5,4,6,1,4,7,7,6,4,3,5,3,8,12,7,0.51
3196,4,6,2,3,1,8,5,5,6,9,7,4,3,3,5,4,5,4,2,6,0.51
3197,4,10,1,5,5,3,3,7,2,1,2,6,6,5,4,3,3,4,7,5,0.42
3198,4,3,8,3,9,5,3,6,6,5,4,4,6,2,5,4,3,7,4,4,0.47
3199,5,2,6,2,5,5,7,4,1,5,3,12,7,3,6,2,7,4,4,1,0.405
3200,5,7,4,6,6,3,3,4,4,7,8,4,7,4,8,6,4,5,6,6,0.57
3201,5,6,8,6,4,5,4,5,5,5,4,5,8,4,5,5,2,4,5,4,0.505
3202,5,9,6,5,4,5,7,2,4,9,3,4,3,3,5,4,2,4,2,5,0.495
3203,3,9,7,7,5,3,9,4,7,4,1,3,5,3,2,3,1,6,5,2,0.45
3204,4,1,4,9,6,3,5,10,3,6,3,5,7,5,6,4,3,4,5,4,0.475
3205,4,10,5,4,1,4,7,4,7,1,3,8,7,4,1,6,6,5,7,4,0.5
3206,4,6,3,4,8,6,3,3,2,5,4,7,6,5,4,6,4,4,6,5,0.465
3207,4,8,6,7,5,5,3,3,5,5,5,2,7,5,5,5,3,6,3,4,0.49
3208,5,2,3,11,5,3,7,2,9,8,7,4,8,9,5,3,8,9,2,1,0.59
3209,3,3,5,5,3,6,4,3,2,6,4,1,6,5,5,7,6,13,4,5,0.49
3210,7,0,6,4,4,7,5,5,2,0,6,6,4,4,7,8,5,5,7,4,0.5
3211,5,2,4,6,7,6,7,4,2,6,3,2,2,5,4,5,3,3,6,4,0.43
3212,1,6,8,2,8,3,3,5,5,5,7,3,8,5,7,4,6,6,8,6,0.545
3213,8,6,7,3,5,6,2,6,6,6,4,5,8,2,4,6,3,7,6,6,0.545
3214,6,5,4,1,7,2,2,6,5,4,2,7,5,5,3,7,8,6,5,4,0.46
3215,5,3,7,8,4,5,4,7,3,4,3,7,6,3,9,4,3,7,3,7,0.51
3216,4,3,5,5,10,3,8,5,6,6,3,3,6,4,7,7,6,3,5,6,0.53
3217,10,1,11,1,4,8,12,8,8,2,5,3,5,6,0,4,3,7,4,5,0.54
3218,2,3,5,4,6,5,7,4,7,8,4,2,4,5,6,3,4,7,2,3,0.455
3219,8,5,7,5,3,5,2,4,8,4,8,9,8,7,4,4,3,4,3,6,0.545
3220,10,3,2,4,9,4,5,6,6,2,2,6,6,4,6,4,3,4,6,4,0.48
3221,7,8,9,4,5,5,4,5,3,6,6,5,3,7,2,6,1,6,5,5,0.55
3222,3,3,5,4,6,4,4,4,4,5,3,7,7,10,4,7,8,2,7,4,0.525
3223,2,4,6,8,4,5,5,8,5,2,4,6,4,5,3,6,3,4,2,4,0.44
3224,6,6,4,5,5,6,7,5,8,9,6,2,4,5,3,3,5,6,4,2,0.54
3225,4,6,3,8,9,4,6,2,6,2,8,4,5,8,0,6,5,4,4,11,0.55
3226,3,5,2,8,5,5,7,3,3,8,4,3,2,3,5,2,3,2,5,7,0.4
3227,4,7,5,5,5,4,5,4,4,8,2,6,6,8,7,6,6,4,5,6,0.54
3228,3,5,8,5,4,7,4,5,6,3,7,6,4,5,4,4,3,6,4,4,0.485
3229,6,3,8,2,3,5,9,6,2,3,5,3,8,4,6,1,6,2,2,4,0.42
3230,4,4,9,4,3,7,0,5,4,6,3,8,4,6,7,7,5,5,7,1,0.52
3231,8,3,6,4,5,6,6,7,6,6,4,9,3,6,5,4,5,9,4,8,0.58
3232,5,5,4,6,3,3,9,6,2,7,6,7,8,5,7,2,8,4,5,4,0.555
3233,4,4,4,7,8,7,6,8,4,7,5,3,1,7,5,4,5,4,3,4,0.53
3234,5,3,5,5,3,4,4,4,6,6,3,7,3,4,4,3,4,7,10,3,0.455
3235,4,7,4,4,5,3,2,5,4,3,8,5,5,5,7,3,7,7,5,5,0.475
3236,6,3,8,3,3,4,2,7,3,3,6,3,6,4,3,1,6,6,4,3,0.405
3237,6,6,2,2,3,3,5,3,3,4,4,5,6,1,6,5,5,3,3,1,0.37
3238,7,4,3,2,6,4,3,7,7,4,6,3,9,7,5,2,5,4,5,4,0.465
3239,2,4,4,2,9,7,7,7,3,9,3,5,2,4,6,2,6,6,5,5,0.5
3240,5,2,4,4,10,7,6,2,6,5,8,7,5,4,4,3,3,4,3,5,0.465
3241,7,4,2,5,8,4,8,7,6,4,6,3,8,7,6,2,6,2,8,3,0.555
3242,7,2,2,4,5,4,4,4,4,6,1,3,9,6,4,7,7,7,8,5,0.495
3243,5,4,5,7,7,7,2,6,5,6,3,5,6,3,4,5,4,10,6,7,0.57
3244,2,4,5,3,7,5,7,9,5,5,5,5,6,4,4,5,4,6,5,1,0.5
3245,5,4,2,3,6,3,5,5,5,8,7,5,4,6,6,2,5,6,4,6,0.485
3246,3,3,5,4,7,10,2,8,3,2,5,8,4,8,4,7,5,6,2,5,0.505
3247,5,4,6,4,8,5,6,4,2,4,4,8,6,6,5,4,4,5,7,3,0.555
3248,6,3,5,2,5,2,9,5,4,6,6,5,8,5,3,4,4,7,4,4,0.475
3249,5,8,4,5,5,3,4,3,6,7,5,3,6,4,4,6,2,8,4,1,0.455
3250,6,3,5,4,2,4,5,6,9,3,6,2,7,5,6,5,4,6,2,5,0.47
3251,5,5,4,5,10,4,6,8,4,4,4,5,7,5,3,4,5,6,5,7,0.545
3252,1,6,5,2,8,3,6,0,6,5,8,6,4,4,9,5,2,9,4,6,0.52
3253,5,5,7,4,5,2,4,1,2,4,4,4,5,3,3,10,4,6,8,6,0.455
3254,6,6,5,10,5,2,6,10,6,6,7,5,3,6,3,7,6,1,4,3,0.5
3255,3,4,4,7,0,5,3,3,8,5,3,5,5,3,5,5,3,9,7,5,0.47
3256,4,2,3,2,2,8,3,7,6,4,8,3,3,4,7,7,8,3,5,4,0.455
3257,4,4,6,3,3,2,3,7,3,4,5,5,4,3,10,4,4,7,8,3,0.51
3258,1,4,9,2,6,2,9,5,7,6,4,5,5,3,4,4,3,6,5,1,0.45
3259,8,5,5,5,6,4,1,4,3,2,4,6,5,6,8,10,3,4,6,2,0.475
3260,4,5,6,6,8,6,6,4,3,4,3,2,3,2,5,5,5,3,6,5,0.485
3261,7,4,6,7,9,4,4,4,9,3,6,2,5,4,4,2,7,6,6,3,0.525
3262,4,5,9,6,11,7,10,4,3,4,5,3,6,5,6,6,11,8,4,4,0.605
3263,3,6,5,1,9,6,7,11,5,6,7,5,2,8,5,5,3,5,5,5,0.58
3264,5,4,5,5,5,5,3,5,4,3,5,1,4,8,2,6,8,5,7,7,0.51
3265,4,3,6,6,3,8,1,11,3,4,3,5,6,4,5,3,4,4,3,8,0.445
3266,10,6,2,4,8,3,7,1,7,6,4,4,8,7,5,2,2,2,8,8,0.525
3267,4,4,3,10,3,4,7,3,4,8,6,5,2,7,5,3,10,5,3,3,0.515
3268,3,3,4,9,4,7,7,3,5,6,3,6,6,5,6,7,4,5,5,8,0.545
3269,3,6,5,7,5,6,5,7,5,6,8,6,4,4,4,5,5,5,4,7,0.54
3270,4,2,3,3,6,2,8,5,4,6,7,6,4,8,4,1,7,4,3,5,0.44
3271,5,8,7,4,6,6,4,5,6,4,7,5,7,5,4,4,3,6,6,3,0.585
3272,6,4,3,4,8,8,9,5,6,6,3,3,5,3,1,5,4,5,6,2,0.52
3273,5,7,3,4,2,5,7,6,3,2,6,5,5,4,5,8,4,13,5,6,0.535
3274,6,5,7,6,7,2,4,5,3,4,8,4,7,0,3,6,9,4,1,3,0.52
3275,9,4,6,3,3,4,6,7,6,4,9,2,9,6,6,7,5,2,8,7,0.6
3276,6,11,5,2,7,8,5,5,4,6,5,4,6,5,6,3,4,3,7,5,0.545
3277,2,4,3,5,6,4,7,5,7,5,8,11,3,5,6,6,4,3,2,1,0.475
3278,1,6,4,8,6,2,6,3,2,2,3,3,5,6,1,2,1,3,5,3,0.415
3279,8,5,8,5,6,5,4,9,5,4,5,3,2,6,4,4,6,4,4,8,0.53
3280,4,6,7,3,5,6,6,7,5,4,2,7,3,2,5,5,4,10,4,2,0.51
3281,5,6,3,5,5,5,11,3,5,5,3,4,7,4,4,2,3,5,8,4,0.485
3282,5,5,4,6,8,3,8,7,6,5,2,4,5,2,4,6,9,5,6,4,0.525
3283,7,5,1,5,9,6,4,3,6,5,6,7,5,8,5,8,5,3,3,5,0.545
3284,5,6,5,6,4,3,6,5,9,4,4,7,7,6,4,7,3,4,8,4,0.57
3285,4,2,11,4,5,5,3,9,6,4,11,6,4,4,10,2,5,2,3,3,0.52
3286,2,3,5,10,5,3,3,6,6,5,5,2,4,7,5,3,5,3,5,5,0.455
3287,3,3,4,5,8,3,4,10,6,7,7,2,8,5,6,4,4,2,4,6,0.505
3288,7,3,7,3,5,7,6,9,2,7,2,4,3,4,6,4,4,1,5,3,0.47
3289,4,3,4,5,2,6,3,4,4,10,5,0,4,4,3,2,2,8,3,3,0.415
3290,3,7,4,3,8,3,12,8,6,4,6,4,3,6,2,6,1,2,5,7,0.53
3291,6,5,6,4,3,3,6,2,4,2,3,5,7,6,2,7,1,8,8,9,0.485
3292,5,2,4,7,9,5,3,6,6,2,6,7,6,6,3,5,5,5,2,0,0.445
3293,8,4,4,2,6,5,4,3,6,5,5,9,9,8,4,6,2,6,8,9,0.575
3294,3,4,5,7,5,7,2,3,4,9,5,4,3,5,7,7,2,3,6,4,0.46
3295,4,5,5,4,5,5,4,4,5,4,5,7,5,4,9,6,3,4,4,4,0.5
3296,4,3,8,6,6,4,5,4,3,3,7,2,6,5,6,5,3,2,7,2,0.455
3297,4,4,6,8,5,4,8,3,4,4,6,6,8,3,6,2,2,2,7,4,0.48
3298,2,5,4,5,5,6,1,4,3,2,4,5,4,5,9,6,3,6,4,5,0.42
3299,4,3,4,4,6,6,6,8,4,4,4,6,9,5,4,4,6,5,4,3,0.52
3300,4,6,7,5,4,3,6,3,5,3,6,5,6,8,6,4,5,3,5,3,0.465
3301,7,7,4,6,4,8,3,4,5,4,5,8,9,2,6,5,2,1,9,5,0.525
3302,5,3,4,2,6,5,3,7,5,2,8,2,8,5,7,5,12,4,5,7,0.56
3303,6,2,7,2,2,5,1,2,1,5,6,8,1,4,6,4,7,3,5,6,0.395
3304,4,5,6,10,5,6,8,1,5,5,4,4,3,5,6,4,6,4,6,3,0.505
3305,7,5,3,1,2,7,3,7,3,11,2,7,6,7,1,8,9,8,3,3,0.525
